entry,at,order
"""Chad @ 8jqQZhEvdi"" posts a small blind of 10",2020-11-26T03:30:27.643Z,160636142765710
"Your hand is K♠, Q♥",2020-11-26T03:30:27.643Z,160636142765708
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (80) | #2 ""Charlie @ aABpeVhrzE"" (80) | #6 ""Steve @ vKtqqQXap1"" (80) | #7 ""Chad @ 8jqQZhEvdi"" (80)",2020-11-26T03:30:27.643Z,160636142765705
"The player ""Chad @ 8jqQZhEvdi"" joined the game with a stack of 80.",2020-11-26T03:30:27.643Z,160636142765704
"The player ""Steve @ vKtqqQXap1"" joined the game with a stack of 80.",2020-11-26T03:30:27.643Z,160636142765703
"The player ""Charlie @ aABpeVhrzE"" joined the game with a stack of 80.",2020-11-26T03:30:27.643Z,160636142765702
"The player ""Sean @ 6Vj8h9FQMu"" joined the game with a stack of 80.",2020-11-26T03:30:27.643Z,160636142765701
"-- starting hand #1  (No Limit Texas Hold'em) (dealer: ""Steve @ vKtqqQXap1"") --",2020-11-26T03:30:27.643Z,160636142765700
"The admin approved the player ""Steve @ vKtqqQXap1"" participation with a stack of 80.",2020-11-26T03:18:25.177Z,160636070517900
"The player ""Steve @ vKtqqQXap1"" requested a seat.",2020-11-26T03:18:21.833Z,160636070183400
"The admin approved the player ""Chad @ 8jqQZhEvdi"" participation with a stack of 80.",2020-11-26T03:17:33.245Z,160636065325300
"The player ""Chad @ 8jqQZhEvdi"" requested a seat.",2020-11-26T03:16:54.951Z,160636061495200
"The admin updated the player ""Sean @ 6Vj8h9FQMu"" stack from 0 to 80.",2020-11-26T03:12:37.978Z,160636035798101
"WARNING: the admin queued the stack change for the player ""Sean @ 6Vj8h9FQMu"" adding 80 chips in the next hand.",2020-11-26T03:12:37.978Z,160636035798100
"The admin updated the player ""Sean @ 6Vj8h9FQMu"" stack from 1000 to 0.",2020-11-26T03:12:32.406Z,160636035241001
"WARNING: the admin queued the stack change for the player ""Sean @ 6Vj8h9FQMu"" removing 1000 chips in the next hand.",2020-11-26T03:12:32.406Z,160636035241000
"The admin updated the player ""Charlie @ aABpeVhrzE"" stack from 480 to 80.",2020-11-26T03:12:19.003Z,160636033900901
"WARNING: the admin queued the stack change for the player ""Charlie @ aABpeVhrzE"" removing 400 chips in the next hand.",2020-11-26T03:12:19.003Z,160636033900900
"The admin approved the player ""Charlie @ aABpeVhrzE"" participation with a stack of 480.",2020-11-26T03:12:00.172Z,160636032017500
"The player ""Charlie @ aABpeVhrzE"" requested a seat.",2020-11-26T03:11:12.436Z,160636027243700
"The player ""Sean @ 6Vj8h9FQMu"" created the game with a stack of 1000.",2020-11-26T03:07:35.261Z,160636005526800
